Accession_number,sampling_date,collected_by,total_num_reads,num_reads_aligned_PF,avg_coverage_X,genomic_coordinates_0X_nt,genomic_coordinates_<10X_nt,genomic_coordinates_0X_pct,genomic_coordinates_<10X_pct,avg_read_quality,avg_read_quality_PF,avg_read_length,avg_read_length_PF,k2_hits_SC2,k2_hits_human,k2_hits_28384,k2_pct_SC2,k2_pct_human,k2_pct_28384,QC_determination,QC_issues
SRR19573175,2022-05-13,Nevada State Public Health Laboratory,1723766,1370008,3390X,14454,14914,48,49,35.1,35.4,74,74,765337,3346,0,88.80,0.39,0.00,not_performed,None
SRR19573176,2022-05-12,Nevada State Public Health Laboratory,1565192,997847,2469X,11999,12910,40,43,35.1,35.5,74,74,558149,1080,0,71.32,0.14,0.00,not_performed,None
SRR19573177,2022-05-11,Nevada State Public Health Laboratory,1402504,853800,2112X,10731,12130,35,40,35.1,35.4,74,74,470308,1112,0,67.07,0.16,0.00,not_performed,None
SRR19573178,2022-05-10,Nevada State Public Health Laboratory,840050,521234,1289X,17823,19159,59,64,35.1,35.5,74,74,288576,636,1,68.70,0.15,0.00,not_performed,None
SRR19573179,2022-05-09,Nevada State Public Health Laboratory,1643356,923698,2285X,12335,12922,41,43,35.1,35.5,74,74,513611,342,0,62.51,0.04,0.00,not_performed,None
SRR19573180,2022-05-08,Nevada State Public Health Laboratory,1514684,1244173,3078X,21528,21742,71,72,35.0,35.5,74,74,695435,1790,0,91.83,0.24,0.00,not_performed,None
SRR19573181,2022-05-07,Nevada State Public Health Laboratory,1341682,1044737,2585X,21003,21466,70,71,35.0,35.4,74,74,583250,1583,0,86.94,0.24,0.00,not_performed,None
SRR19573182,2022-05-06,Nevada State Public Health Laboratory,1479356,1097125,2715X,18809,19365,62,64,35.0,35.4,74,74,621509,4154,0,84.02,0.56,0.00,not_performed,None
SRR19573183,2022-04-27,Nevada State Public Health Laboratory,1153934,686809,1699X,21203,22069,70,73,35.0,35.4,74,74,387679,3150,0,67.19,0.55,0.00,not_performed,None
SRR19573184,2022-04-26,Nevada State Public Health Laboratory,1389516,1088765,2694X,19392,19968,64,66,35.0,35.4,74,74,614027,3033,0,88.38,0.44,0.00,not_performed,None
SRR19594865,2022-05-18,FDA Center for Food Safety and Applied Nutrition,627888,112232,4590X,14,5803,0,19,19.0,19.0,1223,1223,114672,17103,0,18.26,2.72,0.00,not_performed,None
SRR19594884,2022-05-31,FDA Center for Food Safety and Applied Nutrition,3912674,3822511,19046X,67,67,0,0,38.0,38.1,149,149,1936638,211,27,98.99,0.01,0.00,not_performed,None
SRR19643419,2022-05-31,FDA Center for Food Safety and Applied Nutrition,4507406,4341810,21634X,66,67,0,0,38.0,38.1,149,149,2204296,273,74,97.81,0.01,0.00,not_performed,None
SRR19682653,2022-04-05,Virginia Division of Consolidated Laboratory Services,10778088,5183288,25827X,11052,11203,36,37,32.6,33.0,149,149,4615971,40827,6,85.65,0.76,0.00,not_performed,None
SRR19682654,2022-03-29,Virginia Division of Consolidated Laboratory Services,12337866,6227263,31029X,3568,3791,11,12,32.6,32.9,149,149,5422855,27884,44,87.91,0.45,0.00,not_performed,None
SRR19682655,2022-03-23,Virginia Division of Consolidated Laboratory Services,10855410,4376281,21806X,675,901,2,3,32.7,33.0,149,149,3695565,39471,621,68.09,0.73,0.01,not_performed,None
SRR19682656,2022-03-22,Virginia Division of Consolidated Laboratory Services,12572564,6332305,31552X,2461,2653,8,8,32.8,33.1,149,149,5390285,38160,111,85.75,0.61,0.00,not_performed,None
SRR19682657,2022-03-16,Virginia Division of Consolidated Laboratory Services,9448204,195534,974X,28397,28637,94,95,32.9,33.1,149,149,210222,300412,937,4.45,6.36,0.02,not_performed,None
SRR19682658,2022-03-15,Virginia Division of Consolidated Laboratory Services,13357884,4738548,23611X,20790,20954,69,70,32.6,32.9,149,149,4693844,106407,1719,70.28,1.59,0.03,not_performed,None
SRR19682659,2022-03-09,Virginia Division of Consolidated Laboratory Services,11554558,5665413,28229X,51,68,0,0,32.7,33.0,149,149,4708414,20729,18,81.50,0.36,0.00,not_performed,None
SRR19682660,2022-04-13,Virginia Division of Consolidated Laboratory Services,14066138,5058692,25206X,2569,2649,8,8,32.7,33.0,149,149,4216387,29899,0,59.95,0.43,0.00,not_performed,None
SRR19682661,2022-04-12,Virginia Division of Consolidated Laboratory Services,24380890,7245287,36101X,8405,8648,28,28,32.7,33.0,149,149,6230777,77305,43,51.11,0.63,0.00,not_performed,None
SRR19682662,2022-04-06,Virginia Division of Consolidated Laboratory Services,9481770,2813699,14020X,16882,16993,56,56,32.7,33.0,149,149,2470384,35167,1,52.11,0.74,0.00,not_performed,None
SRR19682663,2022-04-05,Virginia Division of Consolidated Laboratory Services,8337216,3384379,16863X,4906,5116,16,17,32.8,33.1,149,149,2885463,26642,48,69.22,0.64,0.00,not_performed,None
SRR19682664,2022-03-08,Virginia Division of Consolidated Laboratory Services,14109360,7650261,38119X,53,66,0,0,32.6,33.0,149,149,6440639,45508,5,91.30,0.65,0.00,not_performed,None
SRR19682665,2022-03-16,Virginia Division of Consolidated Laboratory Services,8383412,1622833,8086X,18449,18676,61,62,32.8,33.1,149,149,1419933,32666,12,33.87,0.78,0.00,not_performed,None
SRR19682666,2022-03-15,Virginia Division of Consolidated Laboratory Services,9584072,4114928,20503X,9485,9777,31,32,32.6,32.9,149,149,3708311,54044,38,77.38,1.13,0.00,not_performed,None
SRR19682667,2022-03-09,Virginia Division of Consolidated Laboratory Services,10430054,3007964,14988X,1624,1752,5,5,32.8,33.0,149,149,2573125,34389,20,49.34,0.66,0.00,not_performed,None
SRR19682668,2022-03-08,Virginia Division of Consolidated Laboratory Services,9182466,4175450,20805X,57,70,0,0,32.7,33.0,149,149,3422637,19230,2,74.55,0.42,0.00,not_performed,None
SRR19682669,2022-03-02,Virginia Division of Consolidated Laboratory Services,13690010,5960488,29699X,1204,1328,4,4,32.5,32.8,149,149,5123887,33607,2,74.86,0.49,0.00,not_performed,None
SRR19682670,2022-04-20,Virginia Division of Consolidated Laboratory Services,10529750,5606032,27933X,2100,3036,7,10,32.6,33.0,149,149,4890210,41419,111,92.88,0.79,0.00,not_performed,None
SRR19682671,2022-04-19,Virginia Division of Consolidated Laboratory Services,12532630,6850354,34133X,477,483,1,1,32.6,32.9,149,149,5784537,30558,4,92.31,0.49,0.00,not_performed,None
SRR19682672,2022-04-13,Virginia Division of Consolidated Laboratory Services,13560090,7109486,35424X,1698,1788,5,5,32.7,33.0,149,149,6051803,29390,148,89.26,0.43,0.00,not_performed,None
SRR19682673,2022-04-12,Virginia Division of Consolidated Laboratory Services,12231912,5910814,29452X,2004,2433,6,8,32.6,32.9,149,149,5099483,51512,20,83.38,0.84,0.00,not_performed,None
SRR19682674,2022-04-06,Virginia Division of Consolidated Laboratory Services,13588414,5679737,28300X,84,90,0,0,32.7,33.0,149,149,4758682,35899,22,70.04,0.53,0.00,not_performed,None
SRR19682675,2022-02-22,Virginia Division of Consolidated Laboratory Services,10640678,4184757,20851X,54,63,0,0,32.6,32.9,149,149,3465926,63087,798,65.14,1.19,0.01,not_performed,None
SRR19682676,2022-02-15,Virginia Division of Consolidated Laboratory Services,13688034,6670812,33239X,392,422,1,1,32.6,33.0,149,149,5654159,30469,3,82.61,0.45,0.00,not_performed,None
SRR19688120,2022-05-19,New Jersey State Department of Health,1201900,4999,19X,24836,25483,83,85,35.6,35.8,115,115,2639,10037,44,0.44,1.67,0.01,not_performed,None
SRR19688121,2022-05-19,New Jersey State Department of Health,1737690,76828,292X,10074,11247,33,37,35.6,35.9,114,114,41186,5551,2,4.74,0.64,0.00,not_performed,None
SRR19688122,2022-05-17,New Jersey State Department of Health,927444,2229,11X,25258,26263,84,87,35.3,35.6,151,151,2272,11528,7,0.49,2.49,0.00,not_performed,None
SRR19688123,2022-05-17,New Jersey State Department of Health,922172,12538,63X,14722,18421,49,61,35.5,35.8,151,151,12204,15604,7,2.65,3.38,0.00,not_performed,None
SRR19688124,2022-05-12,New Jersey State Department of Health,1111858,882,4X,25872,27309,86,91,35.2,35.6,151,151,894,12556,2,0.16,2.26,0.00,not_performed,None
SRR19688125,2022-05-10,New Jersey State Department of Health,1044772,3978,20X,26291,27186,87,90,35.3,35.7,151,151,3813,12862,17,0.73,2.46,0.00,not_performed,None
SRR19688126,2022-05-10,New Jersey State Department of Health,933462,22209,112X,16603,19938,55,66,35.3,35.7,151,151,22577,10553,9,4.84,2.26,0.00,not_performed,None
SRR19688127,2022-05-05,New Jersey State Department of Health,1233556,1145,5X,20546,24733,68,82,35.4,35.7,151,151,1138,7642,22,0.18,1.24,0.00,not_performed,None
SRR19688128,2022-06-02,New Jersey State Department of Health,1594872,21264,81X,19956,22091,66,73,35.6,35.9,115,114,11190,6131,8,1.40,0.77,0.00,not_performed,None
SRR19688129,2022-06-02,New Jersey State Department of Health,729116,8378,32X,12184,19404,40,64,35.7,35.9,115,116,4419,977,4,1.21,0.27,0.00,not_performed,None
SRR19688130,2022-05-31,New Jersey State Department of Health,858746,30512,116X,21078,22536,70,75,35.7,35.9,114,114,15916,1067,1,3.71,0.25,0.00,not_performed,None
SRR19688131,2022-05-31,New Jersey State Department of Health,711728,1428,5X,22390,27432,74,91,35.5,35.8,114,114,759,796,1,0.21,0.22,0.00,not_performed,None
SRR19688132,2022-05-26,New Jersey State Department of Health,819116,18039,69X,24790,25246,82,84,35.8,36.0,116,116,9447,17111,2,2.31,4.18,0.00,not_performed,None
SRR19688133,2022-05-24,New Jersey State Department of Health,1042304,36287,137X,19288,19968,64,66,35.6,35.9,113,113,19139,1978,1,3.67,0.38,0.00,not_performed,None
SRR19688134,2022-04-28,New Jersey State Department of Health,796406,2287,11X,27046,27576,90,92,35.3,35.6,151,151,2409,11034,2,0.60,2.77,0.00,not_performed,None
SRR19688135,2022-04-26,New Jersey State Department of Health,1542442,2756,13X,27648,27828,92,93,34.9,35.3,151,151,2957,15360,64,0.38,1.99,0.01,not_performed,None
SRR19737110,2022-04-13,Ohio State Department of Agriculture,1400082,1379204,10562X,10858,11150,36,37,37.1,37.2,229,229,694893,28,0,99.26,0.00,0.00,not_performed,None
SRR19737111,2022-04-11,Ohio State Department of Agriculture,1496460,1477489,11166X,8274,8819,27,29,37.1,37.2,226,226,744507,25,0,99.50,0.00,0.00,not_performed,None
SRR19737112,2022-04-06,Ohio State Department of Agriculture,1476812,1460561,11233X,679,748,2,2,37.1,37.2,230,230,736122,23,0,99.69,0.00,0.00,not_performed,None
SRR19737113,2022-04-26,Ohio State Department of Agriculture,1475192,1451393,11017X,2160,2456,7,8,37.1,37.2,227,227,731747,50,10,99.21,0.01,0.00,not_performed,None
SRR19737114,2022-04-24,Ohio State Department of Agriculture,1374696,1360726,10420X,692,754,2,2,37.2,37.2,229,229,685577,23,0,99.74,0.00,0.00,not_performed,None
SRR19737115,2022-04-10,Ohio State Department of Agriculture,1537942,1522453,11608X,545,757,1,2,37.2,37.2,228,228,766764,21,7,99.71,0.00,0.00,not_performed,None
SRR19737116,2022-04-05,Ohio State Department of Agriculture,1519836,1490597,11315X,8765,9151,29,30,37.1,37.2,227,227,751259,38,18,98.86,0.01,0.00,not_performed,None
SRR19737117,2022-04-03,Ohio State Department of Agriculture,1707972,1679814,12639X,7313,8045,24,26,37.0,37.1,225,225,846145,30,8,99.08,0.00,0.00,not_performed,None
SRR19737118,2022-03-29,Ohio State Department of Agriculture,1140368,1124586,8687X,1366,1803,4,6,37.1,37.2,231,231,566694,33,7,99.39,0.01,0.00,not_performed,None
SRR19762013,2022-06-03,Washington State Department of Health,1221856,1119026,5575X,67,111,0,0,37.2,37.6,149,149,594006,1096,2579,97.23,0.18,0.42,not_performed,None
SRR19762014,2022-06-03,Washington State Department of Health,1418946,1316467,6559X,67,111,0,0,37.6,37.8,149,149,684847,962,193,96.53,0.14,0.03,not_performed,None
SRR19762015,2022-06-03,Washington State Department of Health,1239796,1135680,5658X,66,67,0,0,37.5,37.8,149,149,591727,1249,13463,95.46,0.20,2.17,not_performed,None
SRR19762016,2022-06-03,Washington State Department of Health,1273272,1178821,5873X,67,128,0,0,37.5,37.7,149,149,616448,1371,3610,96.83,0.22,0.57,not_performed,None
SRR19762017,2022-05-23,Washington State Department of Health,630088,592838,2953X,62,111,0,0,37.6,37.8,149,149,307602,299,605,97.64,0.09,0.19,not_performed,None
SRR19762018,2022-05-27,Washington State Department of Health,688212,618620,3082X,67,110,0,0,37.1,37.6,149,149,331727,1060,5540,96.40,0.31,1.61,not_performed,None
SRR19762019,2022-05-27,Washington State Department of Health,806394,753246,3753X,67,111,0,0,37.4,37.7,149,149,395236,281,4271,98.03,0.07,1.06,not_performed,None
SRR19762020,2022-05-27,Washington State Department of Health,870636,803635,4004X,66,111,0,0,37.5,37.8,149,149,421291,1701,2067,96.78,0.39,0.47,not_performed,None
SRR19762021,2022-06-02,Washington State Department of Health,1390426,1300416,6479X,66,111,0,0,37.5,37.8,149,149,676815,1483,3763,97.35,0.21,0.54,not_performed,None
SRR19762022,2022-06-02,Washington State Department of Health,1508668,1404903,7000X,110,141,0,0,37.5,37.8,149,149,731080,2156,107,96.92,0.29,0.01,not_performed,None
SRR19762023,2022-06-03,Washington State Department of Health,1725836,1580942,7877X,67,78,0,0,37.6,37.8,149,149,822538,1070,25317,95.32,0.12,2.93,not_performed,None
SRR19762024,2022-05-26,Washington State Department of Health,674590,615275,3065X,67,67,0,0,37.3,37.6,149,149,326174,469,2106,96.70,0.14,0.62,not_performed,None
SRR19762025,2022-05-27,Washington State Department of Health,831564,749180,3732X,105,131,0,0,37.4,37.7,149,149,394499,1514,1172,94.88,0.36,0.28,not_performed,None
SRR19779067,2022-05-31,FDA Center for Food Safety and Applied Nutrition,3935700,3736099,18616X,227,453,0,1,38.0,38.1,149,149,1902395,402,131,96.67,0.02,0.01,not_performed,None
SRR19779070,2022-05-31,FDA Center for Food Safety and Applied Nutrition,4898618,4186984,20862X,1438,1820,4,6,38.0,38.0,149,149,2152241,1414,106,87.87,0.06,0.00,not_performed,None
SRR19780526,2022-06-09,Washington State Department of Health,2339718,2205666,10990X,67,110,0,0,37.5,37.6,149,149,1141595,917,61,97.58,0.08,0.01,not_performed,None
SRR19780527,2022-06-09,Washington State Department of Health,2807482,2598727,12948X,67,67,0,0,37.4,37.6,149,149,1354368,696,22755,96.48,0.05,1.62,not_performed,None
SRR19780528,2022-06-10,Washington State Department of Health,2986196,2687520,13391X,66,67,0,0,37.5,37.7,149,149,1399403,723,65240,93.72,0.05,4.37,not_performed,None
SRR19780529,2022-06-10,Washington State Department of Health,2385034,2178513,10855X,67,67,0,0,37.3,37.6,149,149,1137478,1647,18461,95.38,0.14,1.55,not_performed,None
SRR19780530,2022-06-10,Washington State Department of Health,2432322,2258573,11253X,66,67,0,0,37.4,37.6,149,149,1176915,1896,23747,96.77,0.16,1.95,not_performed,None
SRR19780531,2022-06-10,Washington State Department of Health,2273170,2065096,10289X,67,110,0,0,37.3,37.5,149,149,1080677,1364,13569,95.08,0.12,1.19,not_performed,None
SRR19780532,2022-06-10,Washington State Department of Health,1879166,1695375,8447X,278,340,0,1,37.4,37.6,149,149,883426,809,35169,94.02,0.09,3.74,not_performed,None
SRR19780533,2022-06-09,Washington State Department of Health,1810456,1626026,8102X,67,110,0,0,37.3,37.5,149,149,856509,1432,7380,94.62,0.16,0.82,not_performed,None
SRR19781996,2022-06-07,FDA Center for Food Safety and Applied Nutrition,5561968,5304426,26430X,67,67,0,0,37.9,38.0,149,149,2710160,270,8,97.45,0.01,0.00,not_performed,None
SRR19782009,2022-06-07,FDA Center for Food Safety and Applied Nutrition,7053126,6595204,32862X,67,67,0,0,37.6,37.9,149,149,3425155,415,68,97.12,0.01,0.00,not_performed,None
SRR19782010,2022-06-07,FDA Center for Food Safety and Applied Nutrition,5632340,5254413,26181X,67,110,0,0,38.0,38.1,149,149,2686496,615,22,95.40,0.02,0.00,not_performed,None
SRR19782067,2022-06-07,FDA Center for Food Safety and Applied Nutrition,6340016,5985576,29824X,67,78,0,0,38.0,38.0,149,149,3054890,518,13,96.37,0.02,0.00,not_performed,None
SRR19851116,2022-06-15,FDA Center for Food Safety and Applied Nutrition,312226,54855,1152X,586,4028,1,13,19.4,19.4,628,628,53855,9120,0,17.25,2.92,0.00,not_performed,None
SRR19851117,2022-06-08,FDA Center for Food Safety and Applied Nutrition,130860,82066,1841X,1430,5000,4,16,19.5,19.5,671,671,82025,2585,0,62.68,1.98,0.00,not_performed,None
SRR19851118,2022-06-08,FDA Center for Food Safety and Applied Nutrition,278818,202231,4531X,402,414,1,1,19.7,19.7,670,670,199766,4552,0,71.65,1.63,0.00,not_performed,None
SRR19851119,2022-06-22,FDA Center for Food Safety and Applied Nutrition,348646,49641,1072X,693,1501,2,5,19.3,19.3,646,646,51123,11212,0,14.66,3.22,0.00,not_performed,None
SRR19851120,2022-06-15,FDA Center for Food Safety and Applied Nutrition,346408,221761,4931X,406,1424,1,4,19.4,19.4,665,665,220026,5669,0,63.52,1.64,0.00,not_performed,None
SRR19851121,2022-06-08,FDA Center for Food Safety and Applied Nutrition,463571,314384,6591X,2027,7503,6,25,19.5,19.5,627,627,312401,10672,0,67.39,2.30,0.00,not_performed,None
SRR19851122,2022-06-15,FDA Center for Food Safety and Applied Nutrition,503244,93690,2058X,401,1327,1,4,19.6,19.6,657,657,94934,15784,0,18.86,3.14,0.00,not_performed,None
SRR19851123,2022-06-08,FDA Center for Food Safety and Applied Nutrition,257546,159742,3531X,648,1322,2,4,19.8,19.8,661,661,156735,4659,0,60.86,1.81,0.00,not_performed,None
SRR19851124,2022-06-22,FDA Center for Food Safety and Applied Nutrition,559531,422489,5835X,1417,6214,4,20,19.5,19.5,413,413,402765,8011,0,71.98,1.43,0.00,not_performed,None
SRR19851125,2022-06-22,FDA Center for Food Safety and Applied Nutrition,794795,114394,2455X,646,2132,2,7,19.4,19.4,642,642,118673,28604,1,14.93,3.60,0.00,not_performed,None
SRR19851126,2022-06-15,FDA Center for Food Safety and Applied Nutrition,139786,83346,1689X,5225,15039,17,50,19.4,19.4,606,606,80920,2519,0,57.89,1.80,0.00,not_performed,None
SRR19851127,2022-06-08,FDA Center for Food Safety and Applied Nutrition,261610,183334,3942X,3037,8597,10,28,19.8,19.8,643,643,179195,3446,0,68.50,1.32,0.00,not_performed,None
SRR19851128,2022-06-15,FDA Center for Food Safety and Applied Nutrition,369512,131772,2877X,640,926,2,3,19.5,19.5,653,653,134094,11999,0,36.29,3.25,0.00,not_performed,None
SRR19851129,2022-06-08,FDA Center for Food Safety and Applied Nutrition,113386,28980,586X,3897,12061,13,40,19.4,19.4,605,605,27662,3605,0,24.40,3.18,0.00,not_performed,None
SRR19851130,2022-06-22,FDA Center for Food Safety and Applied Nutrition,281089,212394,4552X,2061,7902,6,26,19.6,19.6,641,641,209832,4636,0,74.65,1.65,0.00,not_performed,None
SRR19851131,2022-06-08,FDA Center for Food Safety and Applied Nutrition,210688,158130,3537X,953,5013,3,16,19.5,19.5,669,669,156669,2801,0,74.36,1.33,0.00,not_performed,None
SRR19851132,2022-06-22,FDA Center for Food Safety and Applied Nutrition,813234,142824,3142X,646,3762,2,12,19.7,19.7,658,658,146249,26867,0,17.98,3.30,0.00,not_performed,None
SRR19898553,2022-04-04,Washington State Department of Agriculture,3482944,2074267,20809X,22423,26108,74,87,34.8,35.1,300,300,1100146,58297,104494,63.17,3.35,6.00,not_performed,None
SRR19898554,2022-04-08,Washington State Department of Agriculture,3587736,1935017,19412X,8809,9843,29,32,34.3,34.7,300,300,1050739,38968,597424,58.57,2.17,33.30,not_performed,None
SRR19898555,2022-04-04,Washington State Department of Agriculture,3551818,2130365,21372X,11055,12568,36,42,34.4,34.7,300,300,1156648,65064,11583,65.13,3.66,0.65,not_performed,None
SRR19898556,2022-03-28,Washington State Department of Agriculture,2331854,2052786,20594X,2812,3352,9,11,34.7,34.9,300,300,1076140,3765,68396,92.30,0.32,5.87,not_performed,None
SRR19898557,2022-03-25,Washington State Department of Agriculture,3248854,2393416,24011X,13126,15956,43,53,34.7,35.0,300,300,1253112,27242,7333,77.14,1.68,0.45,not_performed,None
SRR19898558,2022-03-11,Washington State Department of Agriculture,3756180,2154460,21614X,13879,18294,46,61,34.5,34.8,300,300,1159206,97310,233848,61.72,5.18,12.45,not_performed,None
SRR19898559,2022-03-07,Washington State Department of Agriculture,2830856,2373225,23809X,16460,18181,55,60,34.6,34.8,300,300,1235953,7324,66825,87.32,0.52,4.72,not_performed,None
